# Data from Commane Group at Columbia University/Lamont-Doherty Earth Observatory (atmoscomp.ldeo.columbia.edu)
# This is 1-hour merged data taken at LDEO from 2023-07-01 to 2023-07-31 (see ReadMe for more details)
# File: LDEO_1h_merge_20230701_to_20230731_v20240628.txt
# Data processed on 2024/06/28
# If you are using this data for a publication or for more information, please contact Roisin Commane (r.commane@columbia.edu)
#                  
UTC_time,CH4_ppb,CH4_sd,CO2_ppm,CO2_sd,H2O_ppth,n,ch4.co2.Slope,ch4.co2.Slope.95.Uncertainty,ch4.co2.Intercept,ch4.co2.Intercept.95.Uncertainty,ch4.co2.r2
2023-07-20 00:00:00,2098.29,3.84,407.94,1.02,21.05,3020,-0.6955,0.3852,2382.02,157.12,0.034
2023-07-20 01:00:00,2088.27,6.65,414.88,4.43,20.02,3019,-0.7449,0.1354,2397.31,56.19,0.246
2023-07-20 02:00:00,2103.95,13.24,423.45,5,21.69,3015,1.5524,0.2234,1446.6,94.59,0.343
2023-07-20 03:00:00,2135.13,21.09,423.41,2.93,22.49,3021,-5.0376,0.5353,4268.1,226.65,0.489
2023-07-20 04:00:00,2124.15,27.55,417.93,2.95,22.16,3018,6.9741,0.6452,-790.55,269.68,0.558
2023-07-20 05:00:00,2097.31,9.57,416.35,1.33,22.49,3036,6.1774,0.3846,-474.64,160.13,0.736
2023-07-20 06:00:00,2098.32,3.67,418.35,1.35,22.13,3020,1.0194,0.2622,1671.84,109.68,0.14
2023-07-20 07:00:00,2111.26,13.11,422.42,3.28,22.59,3038,3.5684,0.1877,603.9,79.29,0.796
2023-07-20 08:00:00,2177.47,30.03,434.7,6.42,22.36,3025,1.1954,0.4703,1657.85,204.46,0.065
2023-07-20 09:00:00,2198.75,8,458.49,4.47,22.94,3026,1.3066,0.1271,1599.68,58.29,0.533
2023-07-20 10:00:00,2196.85,6.41,464.36,1.72,22.3,2645,-0.3727,0.4127,2369.93,191.63,0.01
2023-07-20 11:00:00,2202.8,10.14,460.56,2.16,23.47,3019,-1.8922,0.447,3074.28,205.89,0.162
2023-07-20 12:00:00,2132.4,52.65,440.79,10.13,25.1,3027,5.1538,0.0696,-139.3,30.68,0.983
2023-07-20 13:00:00,2062.63,10.61,428.61,2.13,25.13,3034,3.6117,0.3552,514.64,152.24,0.528
2023-07-20 14:00:00,2061.56,7.87,426.02,3.41,26.85,3024,1.8765,0.1393,1262.15,59.37,0.662
2023-07-20 15:00:00,2046.06,7.19,417.14,2.22,24.72,3014,1.3453,0.3055,1484.86,127.44,0.173
2023-07-20 16:00:00,2043.67,5.12,409.23,2.91,20.68,3022,1.519,0.093,1422.05,38.05,0.743
2023-07-20 17:00:00,2030.19,3.47,401.97,1.64,19.66,3014,1.2877,0.1739,1512.57,69.91,0.372
2023-07-20 18:00:00,2020.64,6.47,400.91,1.02,18.99,3040,-0.4652,0.6552,2207.13,262.7,0.005
2023-07-20 19:00:00,2003.59,4.37,396.12,1.79,17.63,3037,1.8872,0.1618,1256.03,64.09,0.595
2023-07-20 20:00:00,2000.6,2.13,393.9,1.15,16.94,3029,0.4828,0.1866,1810.42,73.5,0.067
2023-07-20 21:00:00,2020.51,12.18,400.25,4.02,18.04,3031,2.7837,0.1237,906.32,49.53,0.845
2023-07-20 22:00:00,2042.38,79.13,403.99,4.13,18.78,3020,17.6888,0.7611,-5103.75,307.49,0.854
2023-07-20 23:00:00,2025.62,3.25,404.19,1.43,18.33,3037,1.3133,0.1929,1494.8,77.95,0.334
2023-07-21 00:00:00,2039.61,6.61,407.42,2.11,17.42,3023,2.5988,0.1826,980.79,74.39,0.686
2023-07-21 01:00:00,2055.97,8.25,416.46,3.25,16.91,3024,1.8167,0.1836,1299.39,76.46,0.513
2023-07-21 02:00:00,2074.4,14.77,417.47,1.97,16.47,3027,3.7843,0.6711,494.57,280.18,0.256
2023-07-21 03:00:00,2098.98,19.78,421.93,3.51,17.1,3036,5.011,0.2679,-15.34,113.04,0.791
2023-07-21 04:00:00,2123.01,3.74,422.25,2.37,17.7,3024,0.9851,0.1277,1707.04,53.94,0.391
2023-07-21 05:00:00,2096.73,10.04,417.27,4.26,20.26,3032,2.2463,0.0733,1159.4,30.59,0.91
2023-07-21 06:00:00,2073.08,5.21,414.44,3.29,21.61,3030,0.2173,0.1629,1983.02,67.51,0.019
2023-07-21 07:00:00,2093.91,8.7,418.52,3.18,22.4,3025,0.5049,0.28,1882.59,117.19,0.034
2023-07-21 08:00:00,2070.12,15.55,416.41,5.37,22.41,3039,2.3216,0.1798,1103.37,74.88,0.643
2023-07-21 09:00:00,2049.74,9.45,412.55,3.15,22.53,3016,1.9845,0.2344,1231.01,96.72,0.436
2023-07-21 10:00:00,2067.86,15.6,418.46,4.38,23.74,2642,2.7688,0.2486,909.22,104.05,0.605
2023-07-21 11:00:00,2144.19,91.87,435.61,19.87,22.4,3019,4.5291,0.097,171.26,42.29,0.959
2023-07-21 12:00:00,2047.22,13.26,416.01,2.34,24.14,3031,5.2356,0.2234,-130.82,92.95,0.856
2023-07-21 13:00:00,2097.75,55.96,426.33,8.94,23.85,3031,5.7423,0.2581,-350.36,110.07,0.842
2023-07-21 14:00:00,2088.13,30.21,418.36,5.43,24.55,3031,5.2943,0.1785,-126.82,74.69,0.905
2023-07-21 15:00:00,2058.08,23.45,412.27,3.56,26.64,3016,5.3079,0.406,-130.22,167.4,0.649
2023-07-21 16:00:00,2078.05,14.33,411.09,1.73,26.46,3042,6.0535,0.5848,-410.49,240.41,0.537
2023-07-21 17:00:00,1989.41,28.37,407.06,2.34,24.93,3036,8.8342,0.8656,-1606.59,352.36,0.529
2023-07-21 18:00:00,2016.86,18.44,411.25,2.79,20.54,3030,6.1058,0.2607,-494.15,107.23,0.856
2023-07-21 19:00:00,1992.2,23,406.43,3.21,20.04,3019,6.6575,0.277,-713.64,112.57,0.862
2023-07-21 20:00:00,1956.3,1.66,400.96,0.88,19.98,3037,-0.3996,0.1907,2116.53,76.48,0.045
2023-07-21 21:00:00,1960.2,4.39,399.83,1.4,19.94,3023,-0.3304,0.3238,2092.3,129.48,0.011
2023-07-21 22:00:00,1962.26,2.21,398.39,0.76,20.56,3023,-0.6242,0.2974,2210.93,118.46,0.045
2023-07-21 23:00:00,1967.34,2.65,396.29,0.89,20.54,3018,-1.3183,0.2759,2489.75,109.34,0.198
2023-07-22 00:00:00,1976.02,3.45,396.36,0.84,19.94,3031,2.2758,0.3535,1073.98,140.11,0.309
2023-07-22 01:00:00,1994.76,7.68,400.43,1.48,19.55,3031,3.3692,0.4089,645.64,163.72,0.422
2023-07-22 02:00:00,1998.17,2.71,403.19,0.88,19.93,3028,0.7322,0.3115,1702.94,125.59,0.056
2023-07-22 03:00:00,2008.43,1.7,403.49,0.84,19.18,3031,1.2666,0.1624,1497.36,65.55,0.396
2023-07-22 04:00:00,2023.48,4.81,408.1,1.45,18.21,3011,3.148,0.1111,738.78,45.34,0.897
2023-07-22 05:00:00,2031.59,6.8,409.47,1.22,17.43,3039,2.8729,0.4956,855.23,202.94,0.266
2023-07-22 06:00:00,2025.59,6.92,408.09,1.69,17.25,3019,2.3498,0.3472,1066.66,141.71,0.331
2023-07-22 07:00:00,2024.48,1.12,410.06,1.92,16.7,3038,0.2934,0.0523,1904.16,21.44,0.254
2023-07-22 08:00:00,2027.79,3.76,410.65,0.96,16.63,3027,1.3595,0.3824,1469.53,157.05,0.12
2023-07-22 09:00:00,2045.06,4.23,413.38,0.82,16.76,3028,1.5751,0.5079,1393.93,209.96,0.094
2023-07-22 10:00:00,2058.91,11.13,414.72,2.12,16.54,2625,1.1568,0.5712,1579.16,236.87,0.049
2023-07-22 11:00:00,2029.04,9.5,413.16,0.63,17.38,3042,3.1422,1.5261,730.81,630.53,0.044
2023-07-22 12:00:00,2026.51,7.41,411.86,1.89,18.39,3032,3.4398,0.1944,609.82,80.05,0.772
2023-07-22 13:00:00,2011.81,9.55,405.12,1.37,17.69,3012,5.3017,0.4703,-136.03,190.54,0.579
2023-07-22 14:00:00,2000.53,2.88,402.65,1.01,16.83,3033,0.1784,0.2971,1928.69,119.61,0.004
2023-07-22 15:00:00,2002.46,2.29,402.5,1,16.79,3041,-0.2216,0.2356,2091.63,94.81,0.009
2023-07-22 16:00:00,2002.93,2.54,401.44,1.06,17.46,3039,0.534,0.2435,1788.58,97.75,0.049
2023-07-22 17:00:00,1989.15,4.89,399.41,1.04,16.38,3013,2.9805,0.3769,798.71,150.52,0.403
2023-07-22 18:00:00,1983.62,1.19,398.39,0.74,16.17,3026,0.7235,0.1492,1695.39,59.44,0.203
2023-07-22 19:00:00,1979.71,2,396.83,0.87,16.36,3029,0.821,0.2227,1653.92,88.37,0.128
2023-07-22 20:00:00,1976.06,1.28,395.07,1.24,16.09,3025,0.5366,0.0925,1764.08,36.55,0.266
2023-07-22 21:00:00,1973.75,1.47,393.28,1.31,15.99,3034,-0.0978,0.1162,2012.21,45.69,0.008
2023-07-22 22:00:00,1977.35,5.3,394.1,1.08,14.65,3027,-0.8711,0.4998,2320.65,196.98,0.032
2023-07-22 23:00:00,1981.89,4.71,394.5,1.22,14.4,3012,-1.9198,0.349,2739.23,137.68,0.246
2023-07-23 00:00:00,1984.63,1.72,395.3,0.64,14.61,3035,0.2697,0.2769,1878.03,109.46,0.01
2023-07-23 01:00:00,1993.42,6.5,396.45,0.46,14.37,3021,11.6431,0.8046,-2622.46,318.98,0.693
2023-07-23 02:00:00,1993.14,3.33,397.48,0.44,14.85,3022,4.6416,0.6305,148.23,250.59,0.369
2023-07-23 03:00:00,2003.82,4.89,399.65,1.39,15.17,3022,3.3601,0.1123,660.93,44.87,0.906
2023-07-23 04:00:00,2016.5,7.49,409.18,4.97,15.56,3045,1.2837,0.0816,1491.24,33.4,0.728
2023-07-23 05:00:00,2032.87,7.36,424.03,1.6,17.56,3012,-2.2023,0.421,2966.72,178.52,0.228
2023-07-23 06:00:00,2019.07,2.6,427.38,0.8,19.35,3032,2.3444,0.2321,1017.13,99.2,0.524
2023-07-23 07:00:00,2024.19,3.39,432.13,2.09,19.49,3030,1.4339,0.0777,1404.54,33.58,0.786
2023-07-23 08:00:00,2034.38,2.46,439.73,1.71,19.35,3034,1.1843,0.0854,1513.62,37.55,0.675
2023-07-23 09:00:00,2037.22,1.68,446.49,1.23,19.06,3032,0.6177,0.1269,1761.42,56.68,0.204
2023-07-23 10:00:00,2038.07,3.71,446.63,0.72,18.88,2635,2.4268,0.5102,954.16,227.87,0.219
2023-07-23 11:00:00,2030.89,4.65,443.03,1.72,19.69,3020,2.6064,0.0716,876.17,31.72,0.935
2023-07-23 12:00:00,2017.86,4.61,434.97,3.54,23.1,3033,0.7426,0.1114,1694.87,48.45,0.324
2023-07-23 13:00:00,2020.16,10.17,425.68,2.89,23.48,3036,-0.6308,0.3604,2288.68,153.44,0.032
2023-07-23 14:00:00,2013.02,5.56,416.66,2.32,18.35,3022,2.1469,0.1112,1118.47,46.33,0.801
2023-07-23 15:00:00,1998.22,6.74,407.33,5.1,16.73,3036,1.2571,0.0428,1486.16,17.44,0.903
2023-07-23 16:00:00,1986.68,3,398.89,1.32,14.84,3027,1.1635,0.2019,1522.56,80.53,0.264
2023-07-23 17:00:00,1980.53,1.88,399.09,0.96,13.68,3026,0.6794,0.1902,1709.4,75.9,0.121
2023-07-23 18:00:00,1981.57,2.15,398.68,1,14.16,3024,0.4611,0.2185,1797.73,87.12,0.046
2023-07-23 19:00:00,1985.28,1.77,397.14,0.91,15.19,3025,0.3542,0.1976,1844.6,78.46,0.034
2023-07-23 20:00:00,1983.38,1.89,395.35,1.01,15.86,3040,0.7762,0.1773,1676.53,70.09,0.172
2023-07-23 21:00:00,1983.2,1.66,394.56,1.08,15.54,3028,0.384,0.1541,1831.69,60.78,0.063
2023-07-23 22:00:00,1983.63,2.89,394.17,1.13,15.8,3029,1.5767,0.2083,1362.13,82.12,0.382
2023-07-23 23:00:00,1996.28,20.75,397.57,5.32,16.59,3020,3.7913,0.0934,488.97,37.13,0.947
2023-07-24 00:00:00,2042.17,3.24,411.4,0.86,17.51,3032,1.8378,0.3432,1286.12,141.17,0.237
2023-07-24 01:00:00,2042.87,4.87,412.72,1.21,17.1,3025,2.9703,0.2808,816.97,115.91,0.547
2023-07-24 02:00:00,2050.8,8.92,416.93,3.25,17.27,3042,2.6871,0.0565,930.47,23.57,0.961
2023-07-24 03:00:00,2052.01,18.42,416.91,4.84,18.19,3022,3.7303,0.0792,496.84,33.02,0.96
2023-07-24 04:00:00,2038.67,2.54,411.52,0.98,17.62,3024,0.465,0.2642,1847.32,108.74,0.032
2023-07-24 05:00:00,2055.47,9.17,417.75,3.66,16.84,3036,2.0983,0.1421,1178.89,59.38,0.702
2023-07-24 06:00:00,2119.3,15.5,420.73,2.77,16.88,3010,-2.9362,0.4961,3354.64,208.74,0.275
2023-07-24 07:00:00,2108.26,13.1,417.81,1.55,16.61,3024,3.4744,0.7993,656.59,333.95,0.17
2023-07-24 08:00:00,2089.17,2.84,416.83,0.63,16.43,3028,-0.03,0.4716,2101.69,196.59,0
2023-07-24 09:00:00,2093.93,4.18,419.53,1.52,16.7,3023,2.2608,0.1629,1145.44,68.33,0.675
2023-07-24 10:00:00,2094.44,4.42,420.81,1.58,17.04,2621,-1.9808,0.2209,2927.98,92.96,0.5
2023-07-24 11:00:00,2092.26,2.34,418.45,2.54,18.1,3022,0.332,0.0895,1953.33,37.45,0.129
2023-07-24 12:00:00,2075.79,6.68,417.11,3.58,19.01,3025,0.3562,0.1904,1927.21,79.43,0.036
2023-07-24 13:00:00,2067.6,8.47,410.19,4.09,20.12,3017,1.4735,0.1508,1463.2,61.87,0.508
2023-07-24 14:00:00,2089.71,29.85,406.6,3.05,20.81,3042,7.9207,0.5948,-1130.81,241.85,0.657
2023-07-24 15:00:00,2152.1,23.94,406.77,1.84,22.12,3020,8.2892,1.0467,-1219.66,425.76,0.404
2023-07-24 16:00:00,2183.25,32.57,408.95,1.69,21.21,3025,10.3809,1.6828,-2061.97,688.17,0.291
2023-07-24 17:00:00,2130.12,13.17,412.05,3.74,20.16,3029,-0.6262,0.3602,2388.16,148.41,0.032
2023-07-24 18:00:00,2028.26,23.69,406.43,7.4,16.49,3021,3.0991,0.0836,768.67,34,0.937
2023-07-24 19:00:00,2010.88,4.74,403.18,1.53,15.89,3032,2.0174,0.2452,1197.48,98.85,0.422
2023-07-24 20:00:00,2030.41,10.58,402.42,1.26,17.37,3030,5.8403,0.6252,-319.84,251.59,0.485
2023-07-24 21:00:00,2018.49,6.86,401.33,0.79,18.89,3027,1.7131,0.8827,1330.99,354.27,0.039
2023-07-24 22:00:00,2005.91,3.66,401.58,0.67,17.4,3035,-0.1146,0.572,2051.94,229.69,0
2023-07-24 23:00:00,2008.97,4.6,402.25,0.84,20.05,3037,-0.3736,0.5708,2159.26,229.62,0.005
2023-07-25 00:00:00,1993.76,5.3,401.07,1.1,19.12,3031,4.2768,0.2274,278.47,91.19,0.793
2023-07-25 01:00:00,1997.74,4.32,402.1,0.99,19.19,3033,3.3536,0.2895,649.28,116.4,0.591
2023-07-25 02:00:00,2009.49,6.09,404.51,1.51,21.54,3022,3.6785,0.1698,521.5,68.69,0.835
2023-07-25 03:00:00,2024.25,6.09,407.39,1.8,22.54,3012,2.8734,0.1848,853.67,75.29,0.723
2023-07-25 04:00:00,2040.22,10.4,411.47,2.03,23.87,3040,3.7427,0.364,500.21,149.78,0.533
2023-07-25 05:00:00,2014.02,9.4,408.2,2.75,23.92,3035,1.9958,0.2885,1199.36,117.78,0.341
2023-07-25 06:00:00,2044.94,10.19,418.47,3.79,21.71,3041,0.6006,0.2725,1793.59,114.05,0.05
2023-07-25 07:00:00,2077.05,9.53,418.64,4.73,20.4,3030,0.27,0.2074,1964,86.83,0.018
2023-07-25 08:00:00,2090.35,7.4,414.75,1.92,19.06,3025,-0.7367,0.3939,2395.9,163.39,0.036
2023-07-25 09:00:00,2084.57,4.36,416.1,1.34,19.15,3024,-0.682,0.3296,2368.34,137.13,0.044
2023-07-25 10:00:00,2096.7,7.09,417.19,1.81,19.64,2629,1.197,0.416,1597.31,173.55,0.093
2023-07-25 11:00:00,2122.77,7.97,419.06,1.04,21.39,3028,2.0748,0.7687,1253.3,322.13,0.073
2023-07-25 12:00:00,2130.92,13.2,423.22,2.1,21.96,3023,3.7744,0.5238,533.53,221.7,0.359
2023-07-25 13:00:00,2119.39,21.71,425.36,3.76,23.04,3009,4.6404,0.3572,145.55,151.96,0.646
2023-07-25 14:00:00,2073.58,14.42,415.92,2.25,21.64,3041,5.4434,0.353,-190.46,146.81,0.72
2023-07-25 15:00:00,2053.08,4.09,410.93,1.47,21.97,3020,1.3602,0.2516,1494.13,103.37,0.24
2023-07-25 16:00:00,2043.83,12.97,406.99,4.65,21.52,3027,2.3553,0.155,1085.25,63.1,0.714
2023-07-25 17:00:00,2075.91,10.49,407.82,2.49,22.18,3030,3.2855,0.2739,736,111.7,0.609
2023-07-25 18:00:00,2085.01,11.36,407.37,2,21.68,3012,2.9357,0.5045,889.1,205.51,0.268
2023-07-25 19:00:00,2069.82,19.48,412.75,3.67,21.59,3032,0.9537,0.5435,1676.17,224.35,0.032
2023-07-25 20:00:00,2015.82,6.92,406.68,2.95,19.37,3022,0.6296,0.2347,1759.78,95.46,0.072
2023-07-25 21:00:00,2010.57,7.21,403.27,0.97,16.42,3028,1.537,0.7558,1390.74,304.78,0.043
2023-07-25 22:00:00,1999.69,2.26,404.12,2.43,19.04,3029,0.5126,0.0805,1792.53,32.53,0.305
2023-07-25 23:00:00,2000.24,3.89,408.88,1.7,19.91,3021,1.7756,0.1489,1274.24,60.89,0.606
2023-07-26 00:00:00,1998.57,3.47,409.33,2.38,21.29,3042,0.7042,0.1327,1710.3,54.31,0.233
2023-07-26 01:00:00,2029.09,8.46,414.72,1.12,20.13,3020,-0.8315,0.7778,2373.94,322.55,0.012
2023-07-26 02:00:00,2047.46,2.35,413.37,1.21,19.55,3031,0.4067,0.1967,1879.33,81.31,0.044
2023-07-26 03:00:00,2035.42,5.57,412.11,1.39,19.54,3020,2.8352,0.2963,867,122.12,0.497
2023-07-26 04:00:00,2035.63,11.83,413.49,3.74,19.34,3023,2.8788,0.1354,845.29,55.98,0.83
2023-07-26 05:00:00,2071.12,6.21,424.05,2.12,19.39,3030,1.8203,0.239,1299.2,101.34,0.385
2023-07-26 06:00:00,2023.72,21.23,411.3,7.89,19.2,3037,2.6186,0.0652,946.68,26.83,0.946
2023-07-26 07:00:00,2038.53,10.69,416.91,3.62,19.37,3032,2.6129,0.1432,949.2,59.69,0.783
2023-07-26 08:00:00,2067.55,10.55,425.22,3.71,19.44,3025,2.4021,0.1582,1046.12,67.29,0.713
2023-07-26 09:00:00,2142.85,38.57,448.25,8.24,19.74,3014,3.9911,0.2537,353.84,113.75,0.728
2023-07-26 10:00:00,2201.09,15.7,458.33,4.66,19.83,2628,1.9337,0.3076,1314.81,140.98,0.329
2023-07-26 11:00:00,2196.7,18.85,456.72,3.76,19.75,3017,3.8343,0.3363,445.51,153.58,0.584
2023-07-26 12:00:00,2209.81,9.15,455.57,2.43,21.22,3023,3.3708,0.1731,674.15,78.88,0.804
2023-07-26 13:00:00,2211.21,20.4,454.47,3.9,23.65,3038,5.1138,0.1132,-112.88,51.45,0.957
2023-07-26 14:00:00,2133.81,19.49,431.73,6.75,25.35,3020,2.7153,0.1023,961.51,44.19,0.884
2023-07-26 15:00:00,2086.3,16.93,416.64,4.73,26.02,3024,3.3668,0.1272,683.57,53,0.883
2023-07-26 16:00:00,2050.89,9.13,405.89,2.86,26.01,3035,2.4115,0.2168,1072.1,87.98,0.572
2023-07-26 17:00:00,2017.54,15.27,394.78,4.66,26.14,3027,3.0938,0.1122,796.18,44.28,0.892
2023-07-26 18:00:00,2015.65,7.69,394.82,2.34,25.06,3027,2.7692,0.1836,922.33,72.5,0.711
2023-07-26 19:00:00,2046.84,8.21,398.81,1.46,20.3,3016,-2.986,0.4928,3237.67,196.54,0.284
2023-07-26 20:00:00,2040.5,15.68,397.55,3.38,20.81,3036,4.3469,0.1683,312.38,66.92,0.878
2023-07-26 21:00:00,2004.19,4.69,390.28,1.02,19.32,3032,1.6802,0.4442,1348.42,173.38,0.134
2023-07-26 22:00:00,2008.53,3.09,390.48,1.02,19.46,3019,1.485,0.2748,1428.68,107.32,0.24
2023-07-26 23:00:00,2055.58,28.93,403.9,7.83,20.83,3018,3.6711,0.0436,572.81,17.62,0.987
2023-07-27 00:00:00,2087.58,3.62,412.49,1.44,21.34,3022,-0.6758,0.252,2366.36,103.95,0.072
2023-07-27 01:00:00,2087.79,8.94,418.76,1.93,20.71,3010,4.1583,0.2101,346.48,88,0.808
2023-07-27 02:00:00,2111.18,11.22,423.03,2.4,21.37,3012,3.9078,0.2656,458.07,112.35,0.701
2023-07-27 03:00:00,2071.54,33.37,413.7,7.5,22.01,3047,4.3772,0.0816,260.72,33.76,0.969
2023-07-27 04:00:00,2049.27,10.05,413.95,4.71,19.34,3017,1.7454,0.1274,1326.74,52.74,0.67
2023-07-27 05:00:00,2071.68,4.09,423.16,3.16,19.19,3021,0.7583,0.1089,1750.77,46.09,0.344
2023-07-27 06:00:00,2089.06,5.3,429.5,3.25,19.85,3018,0.2247,0.1678,1992.56,72.05,0.019
2023-07-27 07:00:00,2111.46,5.33,433.28,3.58,19.9,3030,-0.6787,0.138,2405.51,59.77,0.207
2023-07-27 08:00:00,2130.79,4.31,427.74,4.47,20.89,3035,-0.0644,0.1,2158.35,42.79,0.004
2023-07-27 09:00:00,2085.89,25.23,427.41,2.57,21.91,3034,-4.899,0.8862,4179.75,378.76,0.248
2023-07-27 10:00:00,2040.32,16.11,426.83,3.7,23.41,2638,4.0155,0.1874,326.39,80.01,0.85
2023-07-27 11:00:00,2021.98,13.36,420.15,2.45,24.29,3033,3.7325,0.4134,453.79,173.7,0.468
2023-07-27 12:00:00,2066.57,14.87,420.14,2.42,26.36,3023,-0.0284,0.6382,2078.48,268.14,0
2023-07-27 13:00:00,2081.56,7.02,415.06,2.71,26,3014,1.7036,0.2037,1374.46,84.54,0.43
2023-07-27 14:00:00,2092.04,9.11,418.13,2.58,26.73,3023,-1.6514,0.325,2782.56,135.88,0.218
2023-07-27 15:00:00,2104.33,9.68,413.14,3.53,25.87,3018,2.0559,0.1886,1254.97,77.94,0.562
2023-07-27 16:00:00,2060.31,7.33,403.42,1.97,26.47,3027,-0.042,0.3874,2077.26,156.3,0
2023-07-27 17:00:00,2042.59,16.05,399.85,1.78,25.85,3023,6.1973,0.684,-435.42,273.52,0.47
2023-07-27 18:00:00,2010.34,3.98,397.15,1.07,26.11,3036,2.2684,0.3072,1109.44,122.02,0.371
2023-07-27 19:00:00,2001.61,5.05,395.46,1.51,26,3029,1.8875,0.2878,1255.18,113.8,0.317
2023-07-27 20:00:00,2001.12,6.44,394.64,0.87,25.71,3036,1.5028,0.7519,1408.06,296.73,0.041
2023-07-27 21:00:00,2006.21,9.86,395.31,1.13,26.04,3035,6.5014,0.6074,-563.84,240.09,0.553
2023-07-27 22:00:00,2024.49,26.14,396.09,1.6,26.3,3042,12.2164,1.129,-2814.29,447.18,0.558
2023-07-27 23:00:00,2021.89,12.26,396.22,1.42,25.9,3030,-2.8456,0.8508,3149.39,337.1,0.108
2023-07-28 00:00:00,1993.54,14.52,403.17,2.56,25.39,3029,-0.2035,0.5882,2075.6,237.14,0.001
2023-07-28 01:00:00,1998.43,6.74,405.15,2.58,25.84,3024,1.2926,0.2364,1474.75,95.77,0.244
2023-07-28 02:00:00,1995.39,19.25,405.41,3.87,26.55,3027,2.5643,0.443,955.79,179.62,0.266
2023-07-28 03:00:00,1981.92,8.61,401.65,3.69,26.57,3038,2.2254,0.0723,1088.1,29.05,0.911
2023-07-28 04:00:00,1984.22,6.11,402.47,1.85,26.2,3041,3.037,0.1371,761.93,55.2,0.841
2023-07-28 05:00:00,2007.32,20.57,408.9,3.4,26.8,3027,4.5358,0.4162,152.61,170.19,0.562
2023-07-28 06:00:00,1988.39,8.21,408.29,2.54,26.47,3031,2.9908,0.1269,767.29,51.83,0.857
2023-07-28 07:00:00,2036.95,21.33,424.2,6.85,26.22,3035,3.0165,0.0804,757.38,34.11,0.938
2023-07-28 08:00:00,2050.45,15.18,433.41,2.78,26.35,3029,5.2993,0.135,-246.33,58.53,0.943
2023-07-28 09:00:00,2042.12,17.54,429.89,4.07,24.54,3036,4.1467,0.1237,259.51,53.19,0.924
2023-07-28 10:00:00,2045.08,6.69,435.15,2.83,24.79,2652,2.174,0.1033,1099.08,44.94,0.844
2023-07-28 11:00:00,2040.67,17.19,435.08,6.26,23.8,3031,2.661,0.071,882.91,30.88,0.938
2023-07-28 12:00:00,2028.52,13.66,430.12,5.45,26.29,3024,2.4129,0.0711,990.7,30.59,0.926
2023-07-28 13:00:00,2042.46,10.64,432.33,2.74,25.24,3020,3.5322,0.1673,515.4,72.33,0.828
2023-07-28 14:00:00,2060.85,7.73,429.73,5.85,26.2,3017,1.1182,0.0731,1580.33,31.4,0.717
2023-07-28 15:00:00,2050.71,7.81,423.29,3.93,25.23,3035,1.3088,0.1558,1496.71,65.94,0.433
2023-07-28 16:00:00,2018.49,13.77,408.29,4.63,25.79,3037,2.6766,0.1347,925.65,55.02,0.81
2023-07-28 17:00:00,1992.2,6.09,402.32,1.32,25.94,3038,1.5684,0.4522,1361.21,181.91,0.115
2023-07-28 18:00:00,1992.47,4.8,401.47,1.07,25.33,3033,1.6935,0.4336,1312.59,174.09,0.141
2023-07-28 19:00:00,1994.14,5.35,402.02,1.12,24.94,3036,1.9364,0.4531,1215.69,182.15,0.165
2023-07-28 20:00:00,1993.83,5.74,402.24,1,25.38,3027,2.4058,0.5399,1026.13,217.18,0.177
2023-07-28 21:00:00,1979.28,5.98,401,1.12,25.84,3035,3.4686,0.4218,588.37,169.16,0.422
2023-07-28 22:00:00,1974.87,3.59,400.24,0.91,25.9,3037,1.7184,0.3679,1287.11,147.26,0.191
2023-07-28 23:00:00,1974.21,3.57,399.23,0.84,23.83,3037,3.1002,0.299,736.51,119.38,0.537
2023-07-29 00:00:00,1983.55,6.54,400.9,1.29,22.78,3035,4.8206,0.1599,50.97,64.09,0.908
2023-07-29 01:00:00,1992.01,5.75,405.11,1.43,22.63,3018,2.8824,0.289,824.31,117.07,0.517
2023-07-29 02:00:00,1997.19,6.9,407.31,1.5,22.26,3030,4.223,0.1866,277.11,75.99,0.847
2023-07-29 03:00:00,2004.52,6.9,408.22,2.27,22.59,3021,2.8273,0.1144,850.36,46.7,0.868
2023-07-29 04:00:00,2014.9,7.31,409.97,1.61,22.22,3025,4.006,0.222,372.55,91.02,0.779
2023-07-29 05:00:00,2064.78,15,423.8,7.22,21.92,3020,2.0119,0.0541,1212.15,22.95,0.937
2023-07-29 06:00:00,2097.77,22.19,434.91,2.85,23.05,3027,6.3769,0.4651,-675.61,202.29,0.67
2023-07-29 07:00:00,2037.71,11.64,426.5,2.41,24.7,3016,4.0877,0.2693,294.29,114.88,0.713
2023-07-29 08:00:00,2019.07,5.62,421.99,1.41,23.32,3006,3.193,0.2459,671.66,103.79,0.646
2023-07-29 09:00:00,2033.34,18.57,422.93,2.52,21.94,3007,1.5986,0.7481,1357.25,316.39,0.047
2023-07-29 10:00:00,2122.46,42.98,428.55,3.6,22.59,2632,5.3131,1.1924,-154.48,511.01,0.198
2023-07-29 11:00:00,2203.58,49.89,433.59,2.34,22.25,3028,0.8169,2.2177,1849.38,961.59,0.001
2023-07-29 12:00:00,2141.99,57.51,428.89,2.06,25.09,3028,12.1374,2.6115,-3063.59,1120.04,0.189
2023-07-29 13:00:00,2050.34,13.36,423.65,1.91,25.61,3026,5.8735,0.3951,-437.98,167.41,0.705
